Code,Types,BGD_EU,CHN_EU,VNM_EU,CAM_EU,TUR_EU,IND_EU,BGD_US,CHN_US,VNM_US,CAM_US,TUR_US,IND_US,BGD_UK,CHN_UK,VNM_UK,CAM_UK,TUR_UK,IND_UK
'611430,MMF,6.107259449,24.92679404,2.810081267,3.092938422,12.28245772,0.790637796,1.660061175,46.80675054,17.39276742,3.779582704,2.093133117,1.130603223,4.601221189,32.62524581,1.237188961,3.843870917,10.85478041,1.111422707
'611490,MMF,0.655271885,9.192976574,0.445727621,0.379088395,1.057928823,1.280253212,0.253488218,69.07223312,2.864416867,0.178543876,0.35267926,5.0179646,1.34997754,27.68517862,0.909047923,0.844031492,6.941390642,3.692933305
'611510,MMF,0.042405014,3.602259537,0.162346204,0.00495241,1.313007816,0.041476437,0.012441525,23.43485618,0.090574301,0.100527521,0.978401513,0.025380711,0.03965152,3.714780954,0.029455415,0.014727707,1.431986315,0.109891355
'611521,MMF,0.065140017,2.461341862,0.048274921,0.015280456,2.816923727,0.012111176,0.042948107,35.62047567,0.549611289,0.051662216,0.819437442,0.075937234,0,9.192418596,0.145178663,1.500625539,23.78722294,0.008028313
'611522,MMF,0.440751433,23.74440151,0.4567047,0.012728671,4.779700656,0.010352652,0.419358269,85.58563947,0.313023367,0.030571284,0.43863147,0.000664593,0.107335463,28.4897115,0.099481648,1.085135347,23.06927064,0.026179381
'611596,MMF,0.083927235,32.15108822,0.449304591,0.283329388,15.4059855,0.197882747,0.014050499,74.09438197,3.098564679,0.247172767,0.78341199,2.189428654,0.020108466,49.55686344,0.224794639,0.154264946,13.00837653,0.360151624
'611610,MMF,0.574188873,44.92634651,2.389857989,0.228810333,0.100417506,1.973269542,0.681697484,55.32642193,7.072739955,0.937602848,0.000467492,0.07489229,1.383217763,46.7240692,4.651900263,0.4046969,0.09483196,0.76771606
'611693,MMF,0.542106362,40.07403647,7.843183774,1.881279102,0.075048714,2.662291856,1.389512727,62.97186254,8.377859282,4.443822903,0.007164567,0.960603146,0.723965228,54.10497155,0.528132975,0.38688811,0.091433874,1.052171896
'611780,MMF,1.04482237,45.78560418,1.183417253,0.271959771,1.701056067,1.253106944,3.201154235,65.92488518,3.516301747,0.812358484,0.238879575,0.827472131,1.122162428,52.16321142,0.697016144,0.435215538,0.567234647,3.573466397
'620113,MMF,4.238937841,40.19373987,4.626863114,1.07946659,2.905241224,0.106654603,1.499010766,48.73917624,12.95613967,0.334027082,2.219481487,1.559649529,3.678279629,45.38556871,3.630313045,0.849169191,0.508812999,0.058523823
'620193,MMF,7.985254985,35.42148621,9.14262009,1.889537699,0.692330534,0.101731576,7.01658197,37.92053844,33.01640715,1.562092434,0.156065873,0.834509589,3.670897856,25.76082343,4.659629732,1.074379603,0.231294257,0.037981589
'620199,MMF,3.267571352,20.07353319,3.438391214,0.320012317,1.990821182,0.435114112,3.810902074,33.30117382,12.51004985,0.164817495,2.154687249,2.645119794,2.237933096,36.27998856,3.108673615,0.293712474,4.390091753,0.613417202
'620213,MMF,2.398073615,45.31113072,4.180105816,0.697330652,0.621961332,0.091854646,3.318478182,46.70929056,22.06723649,0.381425191,0.346206292,0.67841533,4.151570031,47.50265588,7.607771614,0.222032789,0.715309417,0.131073979
'620293,MMF,6.082415792,39.59948909,7.921782067,1.282501355,0.742864953,0.389344421,5.906673393,41.66663112,30.44936672,0.812284571,0.147307564,0.485488405,3.347897929,31.01073798,6.777113512,0.848150842,0.406106532,0.060024761
'620312,MMF,4.145683753,29.86045271,1.345923875,5.855840833,20.17337405,0.309205166,1.529833821,55.19854851,18.64005608,0.599562905,2.551647355,2.680301843,13.80530973,37.08676635,9.437493643,8.231105686,3.570338724,0.931746516
'620323,MMF,0.327319426,23.81483744,1.113512498,0.216516319,3.036318361,0.562629205,0.07082153,62.74787535,0,0,0,0,0.212502214,75.48550853,0.147570982,0,10.13517502,2.437872617
'620333,MMF,4.663314395,22.12039373,4.620665893,2.696358005,8.111670239,1.150087934,3.51702355,18.54309971,39.38530873,1.615987375,2.475161895,9.336710636,12.7796352,33.71981269,15.82392696,3.559853179,2.69359753,1.983518394
'620339,MMF,2.313499776,13.94095405,1.520375492,0.866160861,9.974709722,0.980621169,0.712148103,18.46758204,11.47679764,0.549519913,3.360982601,10.47132471,2.070863128,16.58188314,2.707155656,0.335620732,0.691767029,1.075650577
'620343,MMF,11.64940929,16.42810593,10.57066262,2.01548157,4.853571917,1.157615762,12.35410572,13.80503143,23.20427768,3.172307197,0.473525915,1.420174239,21.80269281,17.40680803,5.912239319,2.435873646,2.673715689,1.696921792
'620349,MMF,16.0328446,12.38130804,1.686383802,1.64896515,6.540930018,2.211367487,15.56179411,22.46053512,11.68592221,1.117757574,2.62595288,6.033213121,14.61592766,18.89131677,2.294685178,0.615860423,3.023498168,4.194036373
'620413,MMF,1.698759218,23.3202622,0.422860822,0.342385579,5.435736861,2.444984198,5.555002489,43.1259333,36.90890991,0.781483325,0.75161772,3.230462917,5.493565812,50.2763468,0.488038876,0,3.243164327,8.448912341
'620423,MMF,0.453481195,28.77845735,0.255051291,0.166803544,7.669902417,1.936859502,0,37.09859609,0,0,0,0.193642085,2.400643604,30.40707965,3.861625101,0.090104586,5.419147224,16.77876106
'620433,MMF,2.99633895,28.56568919,7.636465499,1.975379287,4.338494356,0.48684179,4.475659926,28.96928209,29.59547716,0.133682093,1.199000074,0.772707331,6.890185902,34.07879147,9.60299713,1.503779788,2.761414458,1.011489553
